index;budget;genres;id;keywords;popularity;production_countries;release_date;revenue;title;vote_average;vote_count;cast;director
805;57000000;Action Fantasy Thriller;71676;monk eastern europe skeleton biker marvel comic;48.622278;"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.12.2011;149217355;Ghost Rider: Spirit of Vengeance;5,9;1135;Nicolas Cage, Hinds Placido, Riordan Johnny, Whitworth ,  ;Brian Taylor
806;57000000;Drama History Romance;1722;officer greek island mandolin italian soldier resistance fighter;9.061866;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";17.08.2001;62112895;Captain Corelli's Mandolin;7,2;145;Nicolas Cage, Cruz Hurt, Bale Irene, Papas ,  ;John Madden
807;56000000;Action Comedy Drama Family Thriller;10022;bodybuilder children body guard scientist family;35.4763;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.03.2005;113006880;The Pacifier;5,5;842;Vin Diesel, Graham Ford, Potter Brittany, Snow ,  ;Adam Shankman
808;56000000;Adventure Drama Action Thriller;11358;casino sheriff home violence special forces;23.438398;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.04.2004;57223890;Walking Tall;6,4;381;Dwayne Johnson, Knoxville McDonough, Wilson Cobie, Smulders ,  ;Kevin Bray
809;55000000;Comedy Drama Romance;13;vietnam veteran hippie mentally disabled running based on novel;138.133331;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.07.1994;677945399;Forrest Gump;6;7927;Tom Hanks, Wright Sinise, Williamson Sally, Field ,  ;Robert Zemeckis
810;60000000;Comedy Music Family Fantasy Animation;6477;pop pop star record producer surprise approach;47.33603400000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.12.2007;361366633;Alvin and the Chipmunks;4,7;1177;Jason Lee, Cross Richardson, Lynch Justin, Long ,  ;Tim Hill
811;55000000;Comedy Romance;1597;cia airport cat jew orderly;29.97224000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.10.2000;330444045;Meet the Parents;5,5;1698;Ben Stiller, De Teri, Blythe Danner, Owen Wilson,  ;Jay Roach
812;55000000;Adventure Animation Drama Family;10530;culture clash settler forbidden love colony musical;47.845589000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.06.1995;346079773;Pocahontas;5,8;1457;Irene Bedard, Gibson Ogden, John Kassir, Russell Means,  ;Mike Gabriel
813;55000000;Action Adventure Fantasy Science Fiction;1924;saving the world journalist dc comics crime fighter nuclear missile;48.507081;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.12.1978;300218018;Superman;6;1022;Christopher Reeve, Brando Kidder, Hackman Ned, Beatty ,  ;Richard Donner
814;54000000;Fantasy Comedy Romance Science Fiction;9327;overweight overweight man duringcreditsstinger;20.28119;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.06.1996;128769345;The Nutty Professor;8,2;702;Eddie Murphy, Pinkett James, Larry Miller, Dave Chappelle,  ;Tom Shadyac
815;70000000;Comedy Drama Romance;8488;speed date romantic comedy dating;34.576913;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.02.2005;368100420;Hitch;5,5;1665;Will Smith, Mendes James, Valletta Julie, Ann Emery,  ;Andy Tennant
816;55000000;Adventure Comedy Family Romance;10603;africa san francisco gorilla lion feral child;22.573237;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.07.1997;0;George of the Jungle;6,6;496;Brendan Fraser, Mann Haden, John Cleese, Richard Roundtree,  ;Sam Weisman
817;55000000;Comedy Romance;8273;handcuffs sister sister relationship spanner blow job stag night;36.194802;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.08.2003;231449203;American Wedding;6,7;1129;Jason Biggs, Hannigan William, Eddie Kaye, Thomas Thomas,  Ian;Jesse Dylan
818;55000000;Action Drama Thriller;109424;ship hijacking somalia fisherman blood;52.786917;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.10.2013;95000000;Captain Phillips;6,9;2454;Tom Hanks, Keener Martini, Mulkey Yul, Vazquez ,  ;Paul Greengrass
819;55000000;Comedy;35056;date corruption taxi expensive restaurant wife husband relationship;38.061679999999996;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.04.2010;152263880;Date Night;5,4;1122;Tina Fey, Carell Wahlberg, P. Henson, Jimmi Simpson,  ;Shawn Levy
820;50000000;Fantasy Comedy Family;8839;halloween friendship supernatural afterlife friends;19.830132;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.05.1995;287928194;Casper;6,4;1019;Christina Ricci, Pullman Moriarty, Idle Joe, Nipote ,  ;Brad Silberling
821;55000000;Thriller Action Crime;156022;corruption assassin hostage fbi hitman;79.92205899999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.09.2014;192330738;The Equalizer;5,4;2954;Denzel Washington, Csokas Grace, David Harbour, Haley Bennett,  ;Antoine Fuqua
822;55000000;Comedy Drama Romance;7303;hotel politician mistaken identity maid class differences;19.738215;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.12.2002;154906693;Maid in Manhattan;6;485;Jennifer Lopez, Fiennes Richardson, Tucci Tyler, Posey ,  ;Wayne Wang
823;53000000;Action Thriller Drama;8963;submarine mutiny russia missile nuclear missile;20.334629;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.05.1995;157387195;Crimson Tide;7,6;498;Denzel Washington, Hackman Craven, Dzundza Viggo, Mortensen ,  ;Tony Scott
824;55000000;Drama;1402;san francisco single parent homeless person bus worker;80.581367;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.12.2006;307077295;The Pursuit of Happyness;5,9;2525;Will Smith, Smith Newton, Howe James, Karen ,  ;Gabriele Muccino
825;55000000;Thriller Drama Mystery;9315;berlin loss of father airplane baby-snatching;32.05145;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.09.2005;223387299;Flightplan;6;772;Jodie Foster, Sarsgaard Bean, Beahan Michael, Irby ,  ;Robert Schwentke
826;55000000;Drama Thriller Crime Mystery Romance;8984;employee workplace sexual harassment intrigue;15.064058;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.12.1994;214015089;Disclosure;7,1;210;Michael Douglas, Moore Sutherland, Baker Jacqueline, Kim ,  ;Barry Levinson
827;55000000;Drama Fantasy Romance;795;suicide angel life and death desperation operation;21.272734;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]";10.04.1998;198685114;City of Angels;5,6;529;Nicolas Cage, Ryan Braugher, Franz Colm, Feore ,  ;Brad Silberling
828;30000000;Action Crime;24;japan coma martial arts kung fu underworld;79.75496600000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.10.2003;180949000;Kill Bill: Vol. 1;7;4949;Uma Thurman, Liu A., Daryl Hannah, David Carradine,  ;Quentin Tarantino
829;55000000;Comedy;11353;film producer film director movie studio hollywood filmmaking;13.191829;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";12.08.1999;0;Bowfinger;7,7;254;Steve Martin, Murphy Graham, Baranski Jamie, Kennedy ,  ;Frank Oz
830;30000000;Action Crime Thriller;393;brother brother relationship swordplay katana mother role rage and hate;50.622607;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.04.2004;152159461;Kill Bill: Vol. 2;6,1;3948;Uma Thurman, Carradine Hannah, Madsen Gordon, Liu Chia-Hui,  ;Quentin Tarantino
831;55000000;Action Adventure Comedy;9618;prisoner war on drugs los angeles;22.78766700000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.12.1989;63408614;Tango & Cash;5,9;458;Sylvester Stallone, Russell Hatcher, Palance Brion, James ,  ;Andrei Konchalovsky
832;55000000;Fantasy Comedy;9374;jealousy beauty immortality rivalry potion;29.498303999999997;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.07.1992;149022650;Death Becomes Her;6,4;636;Meryl Streep, Willis Hawn, Rossellini Ian, Ogilvy ,  ;Robert Zemeckis
833;55000000;Adventure Action Comedy Western;8584;princess sioux travel rescue native american;25.400935;"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.05.2000;56932305;Shanghai Noon;7,7;735;Jackie Chan, Wilson Liu, Berkeley Roger, Yuan ,  ;Tom Dey
834;55000000;Action Adventure Drama Thriller;2320;bomb ransom hostage airplane hijacking;17.231675;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.03.1996;121969216;Executive Decision;6;256;Kurt Russell, Seagal Berry, Leguizamo Oliver, Platt ,  ;Stuart Baird
835;55000000;Comedy Family;58224;taxi restaurant zoo penguin ex husband;32.835777;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";17.06.2011;187361754;Mr. Popper's Penguins;7,6;751;Jim Carrey, Gugino Carroll, Lansbury Ophelia, Lovibond ,  ;Mark Waters
836;55000000;Action Adventure Fantasy;1729;tempel shaolin teenager urination staff;17.097041;"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.04.2008;127906624;The Forbidden Kingdom;6,1;461;Jackie Chan, Li Angarano, Yifei Li, Bingbing ,  ;Rob Minkoff
837;55000000;Animation Comedy Family;175574;holiday thanksgiving freedom duringcreditsstinger 3d;14.414937;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.10.2013;110000000;Free Birds;6,3;254;Owen Wilson, Harrelson Poehler, Takei Colm, Meaney ,  ;Jimmy Hayward
838;50000000;Science Fiction Action Horror;8077;prison android spacecraft space marine imprisonment;45.856409;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.05.1992;159773545;Alien³;6,2;1633;Sigourney Weaver, S. Charles, Pete Postlethwaite, Ralph Brown,  ;David Fincher
839;55000000;History Drama Music;8818;prostitute deification dancehall hostess per\u00f3nism argentine president;7.027139;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]";14.12.1996;141047179;Evita;5,8;120;Madonna Antonio, Jonathan Jimmy, Victoria Sus,  ,  ;Alan Parker
840;55000000;Action Thriller Crime Adventure;8195;paris france arms deal audi impostor;32.657488;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.09.1998;41610884;Ronin;5,7;658;Robert De, Jean Natascha, Stellan Skarsg\u00e5rd, Sean Bean,  ;John Frankenheimer
841;50000000;Adventure;10586;africa lion bridge based on true story kenya;12.46525;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.10.1996;75000000;The Ghost and the Darkness;6,3;236;Michael Douglas, Kilmer Wilkinson, Kani Emily, Mortimer ,  ;Stephen Hopkins
842;55000000;Family Comedy;116149;england train station based on novel bear anthropomorphism;39.882276;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";27.11.2014;259207227;Paddington;5,7;883;Nicole Kidman, Capaldi Whishaw, Gambon Imelda, Staunton ,  ;Paul King
843;68000000;Comedy;80035;usa sterility castration marriage friendship;39.395881;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";26.07.2012;68267862;The Watch;6,2;881;Ben Stiller, Vaughn Hill, Ayoade Rosemarie, DeWitt ,  ;Akiva Schaffer
844;55000000;Drama Action Thriller Crime;10632;hunter fbi knife balkan war woods;8.634953999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";11.03.2003;34234008;The Hunted;5,9;189;Tommy Lee, Benicio Toro, Nielsen Leslie, Stefanson John,  Finn;William Friedkin
845;80000000;Drama Mystery Thriller;12117;prison gorilla research instinct murder;7.386394;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.06.1999;0;Instinct;6,7;146;Anthony Hopkins, Gooding Donald, Maura Tierney, George Dzundza,  ;Jon Turteltaub
846;55000000;Comedy;1792;sex dancer martial arts cook stripper;8.802525;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.12.2003;33828318;Stuck on You;6,4;188;Matt Damon, Kinnear Mendes, Yann Shih, Seymour Cassel,  ;Bobby Farrelly
847;0;Comedy;13260;sport basketball flint michigan nba merger;10.449975;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.02.2008;33472850;Semi-Pro;7;251;Will Ferrell, Tierney Harrelson, Koechner Will, Arnett ,  ;Kent Alterman
848;60000000;Animation Adventure Family Comedy;72197;rivalry stop motion pirate aftercreditsstinger duringcreditsstinger;23.700758999999998;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";12.03.2012;118338361;The Pirates! In an Adventure with Scientists!;5,3;374;Hugh Grant, Gleeson Piven, Blessed Salma, Hayek ,  ;Peter Lord
849;55000000;Crime Drama Mystery;3580;corruption mother nudity minister power;27.509159999999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.01.2008;113020255;Changeling;6;1131;Angelina Jolie, Donovan Malkovich, Pierson Amy, Ryan ,  ;Clint Eastwood
850;50000000;Action Drama Science Fiction Thriller;12123;fbi hydrogen bomb secret lab energy supply conspiracy;20.588620000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";02.08.1996;60209334;Chain Reaction;6,2;284;Keanu Reeves, Freeman Weisz, Ward Kevin, Dunn ,  ;Andrew Davis
851;55000000;Drama Mystery Thriller;9566;sport luck san francisco giants child custody baseball pitcher;4.3664879999999995;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.08.1996;18626419;The Fan;5,1;194;Robert De, Wesley Ellen, John Leguizamo, Benicio del,  Toro;Tony Scott
852;70000000;Thriller Drama Romance;9833;dancing obsession auction wheelchair rose;18.927463;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";08.12.2004;154648887;The Phantom of the Opera;5,4;438;Gerard Butler, Rossum Wilson, Richardson Minnie, Driver ,  ;Joel Schumacher
853;55000000;Drama History Romance;4517;england assassination spain virgin colony;15.274137;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]";09.09.2007;74237563;Elizabeth: The Golden Age;6,4;303;Cate Blanchett, Owen Rush, Fox Tom, Hollander ,  ;Shekhar Kapur
854;62000000;Action Science Fiction;8202;martial arts dystopia surrealism based on cartoon shootout;29.954302000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.11.2005;52304001;Æon Flux;7,3;703;Charlize Theron, Csokas Lee, Sophie Okonedo, Frances McDormand,  ;Karyn Kusama
855;56000000;Drama History War;16072;war battle union soldier confederate soldier american civil war;4.362535;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";21.02.2003;12923936;Gods and Generals;5,3;48;Stephen Lang, Daniels Duvall, Conway C., Thomas Howell,  ;Ronald F. Maxwell
856;55000000;Action Thriller Crime;34314;stewardess airplane shootout air marshal christmas;4.700024;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.01.1997;11466088;Turbulence;5,7;62;Ray Liotta, Holly Gleeson, Elizondo Rachel, Ticotin ,  ;Robert Butler
857;55000000;Comedy;19724;;12.340384;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.06.2009;0;Imagine That;7;134;Eddie Murphy, Haden Yara, Ronny Cox, Stephen Rannazzisi,  ;Karey Kirkpatrick
858;50000000;Comedy Adventure Crime Family;145220;musical the muppets;14.808304000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.03.2014;80383290;Muppets Most Wanted;6,6;316;Ricky Gervais, Burrell Fey, Whitmire Eric, Jacobson ,  ;James Bobin
859;57000000;Action Adventure Comedy Family Fantasy;14623;secret organization based on tv series golden gate bridge locker oil rig\u00a0;9.27875;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";23.07.2004;28283637;Thunderbirds;5,4;91;Brady Corbet, Fulton Weston, Hirsch Alex, Barringer ,  ;Jonathan Frakes
860;55000000;Drama Romance;42297;musical los angeles burlesque burlesque dancer;22.863516;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";23.11.2010;89519773;Burlesque;6,1;573;Cher Christina, Eric Cam, Julianne Hough,  ,  ;Steve Antin
861;47000000;Drama;2841;paris prostitute loss of lover amnesia bodily disabled person;23.05451;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]";26.10.2004;0;A Very Long Engagement;5,2;346;Audrey Tautou, Ulliel Pinon, Neuwirth Andr\u00e9, Dussollier ,  ;Jean-Pierre Jeunet
862;2000000;Drama Romance;802;sexual obsession hotel depression loss of mother small town;23.962108999999998;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";13.06.1962;9250000;Lolita;5,7;395;James Mason, Lyon Winters, Sellers Lois, Maxwell ,  ;Stanley Kubrick
863;55000000;Action Thriller;10375;alcoholism serial killer hospital police officer detox;12.669777999999999;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.01.2002;6416302;D-Tox;6,2;123;Sylvester Stallone, B. Tom, Charles S., Dutton Jeffrey,  Wright;Jim Gillespie
864;54000000;Fantasy Horror Action Thriller;36586;katana mutation vampire silver superhero;67.16958699999999;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.03.2002;155010032;Blade II;4,2;1528;Wesley Snipes, Kristofferson Perlman, Varela Norman, Reedus ,  ;Guillermo del Toro
865;55000000;Drama;11321;vegetarian tax collector pianist blind organ transplant;41.472404;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.12.2008;168167691;Seven Pounds;6,9;2039;Will Smith, Dawson Jane, Woody Harrelson, Michael Ealy,  ;Gabriele Muccino
866;55000000;Action Crime Thriller;70074;;22.503935000000002;"[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";31.01.2013;9489829;Bullet to the Head;7,1;481;Sylvester Stallone, Kang Shahi, Akinnuoye-Agbaje Jason, Momoa ,  ;Walter Hill
867;54000000;Crime Drama Thriller;242;italy christianity new york assassination italo-american;59.194915;"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";24.12.1990;136766062;The Godfather: Part III;7,3;1546;Al Pacino, Keaton Garc\u00eda, Shire Sofia, Coppola ,  ;Francis Ford Coppola
868;57000000;Comedy Drama Romance;9621;suicide hotel room suicide attempt new love funeral;22.894898;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.10.2005;52034889;Elizabethtown;5,3;327;Orlando Bloom, Dunst Sarandon, Baldwin Bruce, McGill ,  ;Cameron Crowe
869;54000000;Comedy Romance;1819;roommate love of one's life newlywed;18.600367000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";14.07.2006;130431368;You, Me and Dupree;6,2;407;Kate Hudson, Wilson Dillon, Douglas Seth, Rogen ,  ;Anthony Russo
870;54000000;Action Adventure Fantasy Science Fiction;8536;saving the world dc comics sequel superhero based on comic book;30.515175;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.12.1980;190458706;Superman II;7,5;629;Gene Hackman, Reeve Beatty, Cooper Sarah, Douglas ,  ;Richard Lester
871;54000000;Drama;8046;new york mentally disabled kidnapping blackmail mission of murder;9.053456;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.08.2003;7266209;Gigli;5,2;104;Ben Affleck, Lopez Bartha, Kazan Lenny, Venito ,  ;Martin Brest
872;55000000;Drama Thriller;1717;corruption journalist based on novel blackmail manipulation;7.768223;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";10.09.2006;9450897;All the King's Men;7,1;95;Sean Penn, Law Winslet, Gandolfini Patricia, Clarkson ,  ;Steven Zaillian
873;46000000;Action Adventure Crime Thriller;479;corruption black people italo-american brother sister relationship drug dealer;19.643365;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.06.2000;107196498;Shaft;6,1;308;Samuel L., Jeffrey Christian, Busta Rhymes, Dan Hedaya,  ;John Singleton
874;53000000;Animation Family;9444;tzar musical russian revolution train explosion foreign language adaptation;45.565917999999996;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";20.11.1997;139804348;Anastasia;5,4;1432;Meg Ryan, Cusack Lloyd, Lansbury Hank, Azaria ,  ;Gary Goldman
875;52500000;Drama Music Romance;824;duke musical writer's block music terminal illness;57.374341;"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";09.03.2001;179213434;Moulin Rouge!;6,5;1300;Nicole Kidman, McGregor Leguizamo, Broadbent Richard, Roxburgh ,  ;Baz Luhrmann
876;75000000;Mystery Thriller Crime;11456;menace adoption dangerous adoptive father threat to death;8.418560000000001;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";30.10.2001;54249294;Domestic Disturbance;3,5;113;John Travolta, Vaughn Polo, O'Leary Steve, Buscemi ,  ;Harold Becker
877;53000000;Crime Drama;261023;boston based on true story organized crime;46.049902;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";04.09.2015;98837872;Black Mass;5,7;1242;Johnny Depp, Edgerton Cumberbatch, Johnson Kevin, Bacon ,  ;Scott Cooper
878;90000000;War Drama History;3683;world war ii dying and death pacific iwo jima aftercreditsstinger;23.9366;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";18.10.2006;65900249;Flags of Our Fathers;5,5;526;Ryan Phillippe, Beach Bradford, Benjamin Hickey, John Slattery,  ;Clint Eastwood
879;53000000;Drama Crime Thriller;22803;tattoo secret passage baseball bat deal explosion;49.593978;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";15.10.2009;126690726;Law Abiding Citizen;7,4;1486;Jamie Foxx, Butler Meaney, McGill Leslie, Bibb ,  ;F. Gary Gray
880;67000000;Thriller Action Horror;285923;exploitation slasher zombie killer;16.637642;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";06.04.2007;25037897;Grindhouse;7,4;459;Kurt Russell, Bell Dawson, Ferlito Sydney, Tamiia Poitier,  ;Robert Rodriguez
881;0;Drama Thriller;39437;;1.453765;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";16.10.1998;0;Beloved;5,4;26;Oprah Winfrey, Glover Newton, Gay Hamilton, Albert Hall,  ;Jonathan Demme
882;0;Drama Romance;1950;poker sport las vegas;6.162872;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.05.2007;5761917;Lucky You;6,3;81;Eric Bana, Barrymore Duvall, Messing Robert, Downey Jr.,  ;Curtis Hanson
883;52000000;Drama Crime;640;con man biography fbi agent overhead camera shot attempted jailbreak;73.94404899999998;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.12.2002;352114312;Catch Me If You Can;6,7;3795;Leonardo DiCaprio, Hanks Walken, Sheen Nathalie, Baye ,  ;Steven Spielberg
884;40000000;Thriller Drama History;97630;assassination cia hotel terrorist prisoner;38.306954;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";19.12.2012;132820716;Zero Dark Thirty;7,2;1702;Jessica Chastain, Clarke Strong, Edgerton Chris, Pratt ,  ;Kathryn Bigelow
885;52000000;Romance Comedy;9767;bowling chicago american football flat baseball;26.251216999999997;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";01.06.2006;204999686;The Break-Up;6,8;832;Vince Vaughn, Aniston Lauren, Cole Hauser, Jon Favreau,  ;Peyton Reed
886;52000000;Comedy Romance;11631;single parent greece musical daughter single;30.780599;"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";03.07.2008;609841637;Mamma Mia!;5,9;1386;Meryl Streep, Brosnan Seyfried, Firth Stellan, Skarsg\u00e5rd ,  ;Phyllida Lloyd
887;52000000;Comedy Romance;32856;flower married couple florist kiss single;;;;;;5,4;; ,  ,  ,  ,  ;
888;50000000;Action Adventure Comedy;6519;sheriff farm bikini redneck moonshine;15.982120000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.08.2005;110803676;The Dukes of Hazzard;7,7;316;Johnny Knoxville, William Jessica, Willie Nelson, Burt Reynolds,  ;Jay Chandrasekhar
889;52000000;Drama History War;8741;based on novel japanese world war ii battle assignment invasion;40.072583;"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";25.12.1998;98126565;The Thin Red Line;6,7;771;Sean Penn, Brody Caviezel, Chaplin George, Clooney ,  ;Terrence Malick
890;52000000;Comedy;49520;jealousy chance wish change man change;32.015477000000004;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";05.08.2011;75450437;The Change-Up;5,6;736;Olivia Wilde, Reynolds Bateman, Mann Mircea, Monroe ,  ;David Dobkin
891;82000000;Comedy Drama Romance;1850;show business comedian wrestling;24.444186;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.12.1999;47434430;Man on the Moon;6,4;435;Jim Carrey, Love Zmuda, DeVito Gerry, Becker ,  ;Milo\u0161 Forman
892;52000000;Drama Crime;524;poker drug abuse 1970s overdose illegal prostitution;40.06688;"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.11.1995;116112375;Casino;;1307;Robert De, Sharon Joe, James Woods, Don Rickles,  ;Martin Scorsese
893;52000000;Action Crime Thriller;26389;paris cia undercover explosive pimp;27.916284;"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]";05.02.2010;52826594;From Paris with Love;5,1;675;John Travolta, Rhys Kasia, Richard Durden, Bing Yin,  ;Pierre Morel
894;52000000;Action Comedy Fantasy;11817;monk homeless person injection fall knife fight;15.207070000000002;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";28.03.2003;0;Bulletproof Monk;7,2;278;Seann William, Jaime Karel, Chow Yun-fat, K. C.,  Collins;Paul Hunter
895;51000000;Comedy;2123;schizophrenia ex-cop aftercreditsstinger duringcreditsstinger;39.001682;"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]";22.06.2000;149270999;Me, Myself & Irene;5,9;927;Jim Carrey, Zellweger Anderson, Forster Richard, Jenkins ,  ;Bobby Farrelly
